target_id,K_construction,K_proven,m_operators,regime,seed,converged,exact_hash_match,gens_to_converge,final_nmse,final_tree_size,terminal_state,wall_seconds
K03_00,3,3,1,A,1753007184,true,true,2,0.0,3,converged,0.12262797355651855
K03_00,3,3,1,A,2107424273,true,true,0,0.0,3,converged,0.07957291603088379
K03_00,3,3,1,A,418825361,true,true,0,0.0,3,converged,0.06951117515563965
K03_00,3,3,1,A,215858185,true,true,0,0.0,3,converged,0.08464694023132324
K03_00,3,3,1,A,449904892,true,true,2,0.0,3,converged,0.12649202346801758
K03_00,3,3,1,A,1667643188,true,true,1,0.0,3,converged,0.09957623481750488
K03_00,3,3,1,B,128182595,true,true,0,0.0,3,converged,0.06606316566467285
K03_00,3,3,1,B,1845143962,true,true,0,0.0,3,converged,0.0736391544342041
K03_00,3,3,1,A,128182595,true,true,0,0.0,3,converged,0.07359504699707031
K03_00,3,3,1,A,1845143962,true,true,0,0.0,3,converged,0.06777596473693848
K03_00,3,3,1,A,1683375127,true,true,1,0.0,3,converged,0.1155548095703125
K03_00,3,3,1,A,893706906,true,true,2,0.0,3,converged,0.14971494674682617
K03_01,3,3,1,A,128182595,true,true,2,0.0,3,converged,0.11113882064819336
K03_01,3,3,1,A,1845143962,true,true,0,0.0,3,converged,0.07607698440551758
K03_01,3,3,1,A,1683375127,true,true,2,0.0,3,converged,0.12105703353881836
K03_01,3,3,1,A,893706906,true,false,1,4.988842366490747e-09,61,converged,0.13782691955566406
K03_01,3,3,1,A,1753007184,true,true,0,0.0,3,converged,0.06341099739074707
K03_01,3,3,1,A,2107424273,true,true,2,0.0,3,converged,0.1193380355834961
K03_01,3,3,1,A,418825361,true,true,0,0.0,3,converged,0.06419587135314941
K03_01,3,3,1,A,215858185,true,true,0,0.0,3,converged,0.07117700576782227
K03_01,3,3,1,B,418825361,true,true,0,0.0,3,converged,0.0679922103881836
K03_01,3,3,1,B,215858185,true,true,0,0.0,3,converged,0.07501077651977539
K03_01,3,3,1,B,449904892,true,true,0,0.0,3,converged,0.06395506858825684
K03_01,3,3,1,B,1667643188,true,true,0,0.0,3,converged,0.09459185600280762
K03_01,3,3,1,A,449904892,true,true,0,0.0,3,converged,0.0768270492553711
K03_01,3,3,1,A,1667643188,true,true,0,0.0,3,converged,0.06519389152526855
K03_01,3,3,1,B,128182595,true,true,5,0.0,3,converged,0.1855931282043457
K03_01,3,3,1,B,1845143962,true,true,0,0.0,3,converged,0.08599281311035156
K03_02,3,3,1,A,1753007184,true,true,3,0.0,3,converged,0.1318359375
K03_02,3,3,1,A,2107424273,true,true,0,0.0,3,converged,0.06855010986328125
K03_02,3,3,1,A,418825361,true,true,0,0.0,3,converged,0.07489514350891113
K03_02,3,3,1,A,215858185,true,true,0,0.0,3,converged,0.07127594947814941
K03_02,3,3,1,A,128182595,true,true,0,0.0,3,converged,0.09139013290405273
K03_02,3,3,1,A,1845143962,true,true,2,0.0,3,converged,0.1396019458770752
K03_02,3,3,1,A,1683375127,true,true,1,0.0,3,converged,0.11344122886657715
K03_02,3,3,1,A,893706906,true,true,2,0.0,3,converged,0.15604209899902344
K03_02,3,3,1,B,1683375127,true,true,24,0.0,3,converged,0.6244349479675293
K03_02,3,3,1,B,893706906,true,true,1,0.0,3,converged,0.12246012687683105
K03_02,3,3,1,B,1753007184,true,true,2,0.0,3,converged,0.14579510688781738
K03_02,3,3,1,B,2107424273,true,true,0,0.0,3,converged,0.06540513038635254
K03_01,3,3,1,B,1683375127,true,true,1,0.0,3,converged,0.11884498596191406
K03_01,3,3,1,B,893706906,true,true,10,0.0,3,converged,0.304919958114624
K03_01,3,3,1,B,1753007184,true,true,0,0.0,3,converged,0.06515097618103027
K03_01,3,3,1,B,2107424273,false,false,,1.9765732423681886e-05,33,budget_exhausted,3.088582754135132
K03_02,3,3,1,A,449904892,true,true,1,0.0,3,converged,0.1001899242401123
K03_02,3,3,1,A,1667643188,true,true,0,0.0,3,converged,0.06408214569091797
K03_02,3,3,1,B,128182595,true,true,0,0.0,3,converged,0.08617806434631348
K03_02,3,3,1,B,1845143962,true,true,108,0.0,3,converged,3.669822931289673
K03_00,3,3,1,B,1683375127,true,true,3,0.0,3,converged,0.15311789512634277
K03_00,3,3,1,B,893706906,true,true,14,0.0,3,converged,0.3721590042114258
K03_00,3,3,1,B,1753007184,false,false,,7.825991984796686e-06,49,budget_exhausted,4.589856863021851
K03_00,3,3,1,B,2107424273,true,true,0,0.0,3,converged,0.07115507125854492
K03_02,3,3,1,B,418825361,true,true,0,0.0,3,converged,0.07485485076904297
K03_02,3,3,1,B,215858185,true,true,0,0.0,3,converged,0.06909894943237305
K03_02,3,3,1,B,449904892,false,false,,4.38896731603234e-06,39,budget_exhausted,5.4392499923706055
K03_02,3,3,1,B,1667643188,true,true,0,0.0,3,converged,0.06718897819519043
K05_00,5,5,2,B,1683375127,true,true,0,0.0,5,converged,0.06288814544677734
K05_00,5,5,2,B,893706906,false,false,,9.278256679378612e-06,23,budget_exhausted,2.9612247943878174
K05_00,5,5,2,B,1753007184,true,true,2,0.0,5,converged,0.14017009735107422
K05_00,5,5,2,B,2107424273,true,true,3,0.0,5,converged,0.13760709762573242
K05_00,5,5,2,A,449904892,true,true,3,0.0,5,converged,0.1543591022491455
K05_00,5,5,2,A,1667643188,true,true,1,0.0,5,converged,0.09698104858398438
K05_00,5,5,2,B,128182595,true,true,4,0.0,5,converged,0.176621675491333
K05_00,5,5,2,B,1845143962,false,false,,9.258483351206646e-06,35,budget_exhausted,3.479794979095459
K05_00,5,5,2,A,128182595,true,true,2,0.0,5,converged,0.10432791709899902
K05_00,5,5,2,A,1845143962,false,false,,8.246467054962548e-06,333,budget_exhausted,9.152492761611938
K05_00,5,5,2,A,1683375127,true,true,0,0.0,5,converged,0.06719827651977539
K05_00,5,5,2,A,893706906,true,true,4,0.0,5,converged,0.15084600448608398
K03_00,3,3,1,B,418825361,true,true,0,0.0,3,converged,0.06988692283630371
K03_00,3,3,1,B,215858185,true,true,0,0.0,3,converged,0.07183527946472168
K03_00,3,3,1,B,449904892,false,false,,7.660580741381426e-05,111,budget_exhausted,9.114916801452637
K03_00,3,3,1,B,1667643188,false,false,,9.655910748630976e-06,41,budget_exhausted,4.681226015090942
K05_00,5,5,2,B,418825361,true,true,5,0.0,5,converged,0.2625391483306885
K05_00,5,5,2,B,215858185,false,false,,9.499043670644293e-06,55,budget_exhausted,4.663166046142578
K05_00,5,5,2,B,449904892,true,true,1,0.0,5,converged,0.11931777000427246
K05_00,5,5,2,B,1667643188,false,false,,7.971949767152238e-06,33,budget_exhausted,3.974703073501587
K05_01,5,5,2,A,449904892,true,true,3,0.0,5,converged,0.12843012809753418
K05_01,5,5,2,A,1667643188,true,true,0,0.0,5,converged,0.06317305564880371
K05_01,5,5,2,B,128182595,true,true,0,0.0,5,converged,0.07104802131652832
K05_01,5,5,2,B,1845143962,false,false,,7.65462925845606e-06,35,budget_exhausted,4.080854892730713
K05_01,5,5,2,A,128182595,true,true,0,0.0,5,converged,0.0641331672668457
K05_01,5,5,2,A,1845143962,false,false,,9.3757401088724e-06,13,budget_exhausted,7.155725717544556
K05_01,5,5,2,A,1683375127,true,true,3,0.0,5,converged,0.12153196334838867
K05_01,5,5,2,A,893706906,true,true,2,2.874260328014723e-32,13,converged,0.13576722145080566
K05_02,5,5,2,A,128182595,true,true,1,0.0,5,converged,0.09191083908081055
K05_02,5,5,2,A,1845143962,true,true,0,0.0,5,converged,0.06690096855163574
K05_02,5,5,2,A,1683375127,true,true,3,0.0,5,converged,0.12195897102355957
K05_02,5,5,2,A,893706906,true,true,4,0.0,5,converged,0.1597137451171875
K05_02,5,5,2,A,1753007184,true,true,4,0.0,5,converged,0.1158900260925293
K05_02,5,5,2,A,2107424273,true,true,4,0.0,5,converged,0.12379193305969238
K05_02,5,5,2,A,418825361,true,true,7,0.0,5,converged,0.1367800235748291
K05_02,5,5,2,A,215858185,true,true,2,0.0,5,converged,0.11266922950744629
K05_02,5,5,2,A,449904892,true,true,1,0.0,5,converged,0.10605835914611816
K05_02,5,5,2,A,1667643188,true,true,1,0.0,5,converged,0.08953499794006348
K05_02,5,5,2,B,128182595,true,true,29,0.0,5,converged,0.6154730319976807
K05_02,5,5,2,B,1845143962,true,true,0,0.0,5,converged,0.06327700614929199
K05_00,5,5,2,A,1753007184,true,true,2,0.0,5,converged,0.11564874649047852
K05_00,5,5,2,A,2107424273,false,false,,7.754471092519538e-06,27,budget_exhausted,7.040140151977539
K05_00,5,5,2,A,418825361,false,false,,1.0335701921720419e-05,53,budget_exhausted,7.357693910598755
K05_00,5,5,2,A,215858185,true,true,2,0.0,5,converged,0.11194610595703125
K05_03,5,5,2,A,128182595,true,true,1,0.0,5,converged,0.09752488136291504
K05_03,5,5,2,A,1845143962,true,true,2,0.0,5,converged,0.13817214965820312
K05_03,5,5,2,A,1683375127,true,true,2,0.0,5,converged,0.1149749755859375
K05_03,5,5,2,A,893706906,true,true,2,0.0,5,converged,0.1404402256011963
K05_03,5,5,2,A,1753007184,true,true,2,0.0,5,converged,0.11384797096252441
K05_03,5,5,2,A,2107424273,true,true,2,0.0,5,converged,0.12484383583068848
K05_03,5,5,2,A,418825361,true,true,15,0.0,5,converged,0.16864991188049316
K05_03,5,5,2,A,215858185,true,true,3,0.0,5,converged,0.11499500274658203
K05_01,5,5,2,B,1683375127,false,false,,7.297663124544954e-06,29,budget_exhausted,3.2338130474090576
K05_01,5,5,2,B,893706906,true,false,4,1.36020116841405e-08,13,converged,0.1804952621459961
K05_01,5,5,2,B,1753007184,true,true,6,0.0,5,converged,0.20455193519592285
K05_01,5,5,2,B,2107424273,false,false,,8.070251684598547e-06,41,budget_exhausted,3.8053138256073
K05_01,5,5,2,A,1753007184,true,true,2,0.0,5,converged,0.1098167896270752
K05_01,5,5,2,A,2107424273,false,false,,6.671719248594046e-06,61,budget_exhausted,6.710760116577148
K05_01,5,5,2,A,418825361,true,true,1,0.0,5,converged,0.09832310676574707
K05_01,5,5,2,A,215858185,false,false,,7.525181084826547e-06,83,budget_exhausted,7.070461750030518
K05_02,5,5,2,B,418825361,true,true,7,0.0,5,converged,0.31264591217041016
K05_02,5,5,2,B,215858185,true,false,152,5.359919151683511e-07,37,converged,4.51341700553894
K05_02,5,5,2,B,449904892,true,true,2,0.0,5,converged,0.13762116432189941
K05_02,5,5,2,B,1667643188,false,false,,8.700426993604586e-06,41,budget_exhausted,4.121368885040283
K05_03,5,5,2,A,449904892,true,true,2,0.0,5,converged,0.10909485816955566
K05_03,5,5,2,A,1667643188,true,true,2,0.0,5,converged,0.09691214561462402
K05_03,5,5,2,B,128182595,true,true,7,0.0,5,converged,0.21392321586608887
K05_03,5,5,2,B,1845143962,false,false,,3.319261453279686e-05,81,budget_exhausted,6.352246999740601
K05_04,5,5,2,A,128182595,true,true,2,0.0,5,converged,0.11747193336486816
K05_04,5,5,2,A,1845143962,true,true,2,0.0,5,converged,0.13354110717773438
K05_04,5,5,2,A,1683375127,true,true,1,0.0,5,converged,0.10067415237426758
K05_04,5,5,2,A,893706906,true,true,0,0.0,5,converged,0.06831502914428711
K05_04,5,5,2,A,1753007184,true,true,2,0.0,5,converged,0.11254119873046875
K05_04,5,5,2,A,2107424273,true,true,2,0.0,5,converged,0.1257171630859375
K05_04,5,5,2,A,418825361,true,true,4,0.0,5,converged,0.10460209846496582
K05_04,5,5,2,A,215858185,true,true,1,0.0,5,converged,0.1143040657043457
K05_04,5,5,2,A,449904892,true,true,2,0.0,5,converged,0.12421870231628418
K05_04,5,5,2,A,1667643188,true,true,0,0.0,5,converged,0.0616450309753418
K05_04,5,5,2,B,128182595,true,true,40,0.0,5,converged,0.8455607891082764
K05_04,5,5,2,B,1845143962,true,true,9,0.0,5,converged,0.2866477966308594
K05_02,5,5,2,B,1683375127,false,false,,2.236586155967844e-05,13,budget_exhausted,4.293519020080566
K05_02,5,5,2,B,893706906,true,true,25,0.0,5,converged,0.4648139476776123
K05_02,5,5,2,B,1753007184,false,false,,8.400851310734012e-06,21,budget_exhausted,3.792038917541504
K05_02,5,5,2,B,2107424273,false,false,,1.5513706771050778e-05,31,budget_exhausted,3.325855016708374
K05_05,5,5,2,A,128182595,true,true,1,0.0,5,converged,0.11235404014587402
