Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status,Std Formula,EML Formula
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,2,3,0,0,CONVERGED,CONVERGED,exp(x),exp(x)
1.2,Phase 1: f(x) = ln(x),0.000000,0.000000,2,7,0,0,CONVERGED,CONVERGED,log(x),-log(1/x)
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,9.182682,9,1,0,0,CONVERGED,BUDGET EXHAUSTED,(1.0 / ((x2 / x2) / (x2 + x1))),x1
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.000000,FAIL,19,,0,200,CONVERGED,TIMEOUT,exp((((((1.0 - log(1.0)) + (1.0 - (x + 1.0))) / 1.0) * x) / exp(log(1.0)))),TIMEOUT
2.1,Phase 2: f(x) = sin(x) + cos(x),FAIL,FAIL,,,200,200,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3.1,Phase 3: f(x) = sinh(x),0.000000,6.367912,4,1,0,0,CONVERGED,BUDGET EXHAUSTED,sinh(log(exp(x))),x
3.2,Phase 3: f(x) = arctan(x),0.000000,0.026082,4,149,0,170,CONVERGED,BUDGET EXHAUSTED,atan((1.0 * x)),-log(-log(1/(-log(E - log(-log(-log(exp(exp(E)/(-log(E - log(-E + exp(E))) + exp(E)/(exp(x) - exp(E)/(exp(E)*exp(-exp(E)) - log(E - log(-E + exp(E)))) + log(E - log(-log(exp(E)*exp(-exp(E)) - log(E - log(-E + exp(E)))) + exp(E))))))) + exp(E)) + exp(E))) + exp(E)*exp(-x)))) + exp(E)/(-log(1/(-log(E - log(-log(-log(exp(x) - log(x)) + exp(E)) + exp(E))) - 1 + exp(E)*exp(-exp(E)/x))) - E + exp(E))
3.3,Phase 3: f(x) = x^x,FAIL,FAIL,,,200,200,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],0.003750,FAIL,599,,199,200,BUDGET EXHAUSTED,TIMEOUT,log((exp(1.0) - (((x - 1.0) - exp(((x - exp((x / exp((((1.0 + 1.0) / 1.0) + ((x / ((1.0 + 1.0) + exp((x / (((exp(exp(1.0)) - 1.0) + (x / exp((((1.0 + 1.0) / 1.0) + ((x / ((1.0 + 1.0) + exp((x / (((exp(x) - 1.0) + 1.0) + exp(x)))))) + exp(x)))))) + log(1.0)))))) + exp(x))))))) - (x - 1.0)))) / (x - exp(((x / ((1.0 + 1.0) + exp(log(((((1.0 + 1.0) + exp(((x / ((1.0 + 1.0) + exp(1.0))) + exp((x - exp((x / (((x - ((exp(exp(log(1.0))) - 1.0) - x)) - exp(((x - exp(1.0)) - (x - 1.0)))) / (x - exp(((x / (exp(1.0) - (((x - 1.0) - exp(((x - exp((x / exp(((1.0 / 1.0) + x))))) - (x - 1.0)))) / (x - exp((1.0 + exp(x))))))) + exp(x)))))))))))) / 1.0) + exp(x)))))) + exp((x - exp((x / exp((((((x - exp(x)) - (x - 1.0)) + exp(x)) / x) + ((x / (exp(1.0) - (((x - ((exp(exp(log(1.0))) - 1.0) - x)) - exp(((x - exp(1.0)) - (x - 1.0)))) / (x - exp(((x / (exp(1.0) - (((x - 1.0) - exp(((x - exp((x / exp(((1.0 / 1.0) + x))))) - (x - 1.0)))) / (x - exp((1.0 + exp((x / (exp(1.0) - (((x - ((exp(exp(log(1.0))) - 1.0) - x)) - exp(((x - ((exp(exp(log(1.0))) - (x - exp(((x / ((1.0 + 1.0) + exp(log((((((1.0 - exp(1.0)) - (x - 1.0)) + 1.0) / (x + ((x / (exp(1.0) - (((x - 1.0) - exp(((x - exp((x / exp((((1.0 + 1.0) / 1.0) + ((x / ((1.0 + 1.0) + exp((x / ((1.0 + 1.0) + (exp(x) - 1.0)))))) + exp(x))))))) - (x - x)))) / (x - exp((1.0 + exp(x))))))) + exp(x)))) + exp((exp(exp(log((x - 1.0)))) - 1.0))))))) + exp((x - exp(((1.0 + 1.0) + exp((x / ((1.0 + 1.0) + (exp(x) - 1.0)))))))))))) - x)) - 1.0))) / (x - exp(((x / ((1.0 / 1.0) + ((((((x + 1.0) / (((((x - ((x / (exp(1.0) - (((x - ((exp(exp(log(1.0))) - 1.0) - x)) - exp(((x - 1.0) - ((((((1.0 - exp(1.0)) - (x - 1.0)) + 1.0) / (x + ((x / (exp(1.0) - (((x - 1.0) - exp(((x - exp((x / exp((((1.0 + 1.0) / x) + ((x / ((1.0 + 1.0) + exp((x / ((1.0 + 1.0) + (exp(x) - 1.0)))))) + exp(x))))))) - (x - 1.0)))) / (x - exp((1.0 + exp(x))))))) + exp(x)))) + exp((exp(exp(log((x - 1.0)))) - 1.0))) / 1.0)))) / (x - exp(x))))) + 1.0)) - x) + exp(x)) / x) + ((x - exp((x / exp((((1.0 + 1.0) / 1.0) + ((x / ((1.0 + 1.0) + exp((x / (((1.0 + exp(x)) + (((x - exp(x)) - (x - 1.0)) + exp(x))) + exp(1.0)))))) + exp(x))))))) + exp(x)))) + exp((exp(exp(log((x - 1.0)))) - 1.0))) / 1.0) / x) + 1.0))) + exp(x)))))))))))))) + exp(x))))))) + 1.0))))))))))))),TIMEOUT
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,FAIL,47,,10,200,CONVERGED,TIMEOUT,((((x + x) - (x + 1.0)) - ((x - 1.0) * (x + 1.0))) * (((((x - x) * (1.0 / 1.0)) / x) / ((x + ((1.0 * x) + (1.0 / x))) + 1.0)) - (((x - 1.0) + 1.0) - (x / x)))),TIMEOUT
