Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status,Std Formula,EML Formula
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,6,3,0,0,CONVERGED,CONVERGED,exp(((x / x) * x)),exp(x)
1.2,Phase 1: f(x) = ln(x),0.000000,0.000006,4,75,0,150,CONVERGED,BUDGET EXHAUSTED,log(exp(log(x))),exp(x) - log(-log(exp(x) - log(-log(E - log(-log(-log(x) + exp(exp(x))/(-log(E - log(exp(x) - log(E - log(exp(x) - log(exp(x) - log(x)))) - log(exp(x) - log(exp(x) - log(x))))) + exp(exp(x))/(E - log(exp(x) - log(exp(-1)*exp(exp(x)) - log(exp(x) - log(x))))))) + exp(-x)*exp(exp(x)))) + exp(exp(x))/(exp(x) - log(exp(x) - log(-log(exp(x) - log(x)) + exp(-x)*exp(exp(x))))))) + exp(exp(x))/x)
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,8.351460,5,1,0,0,CONVERGED,BUDGET EXHAUSTED,(x1 + (1.0 * x2)),x2
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],FAIL,0.099056,,487,200,190,TIMEOUT,BUDGET EXHAUSTED,TIMEOUT,E - log(-log(-log(exp(exp(E)/(-log(E - log(x)) + exp(exp(x))/(-log(exp(exp(E)/(-log(exp(x) - log(-log(x) + exp(exp(exp(E)/(-x + exp(E)/x)))/x)) + exp(E)/x))/(-log(1/x) - E + exp(E)/x)) + exp(exp(-x)*exp(exp(E)/(E - log(-log(exp(x) - log(E - log(-log(x) + exp(exp(E)/(-log(exp(x) - log(E - log(x))) + exp(E)/x))/(-1 + exp(E)/(E - log(E - log(-log(exp(x) - log(x)) + exp(E)/x))))))) + exp(E)/x))))/(-log(x) + exp(exp(E)/(exp(x) - log(exp(exp(exp(E)/(-log(exp(x) - log(-log(1/x) - E + exp(E)/x)) + exp(E)/x))/(-log(exp(x) - log(-log(x) + exp(E)/(-log(E - log(exp(x) - log(-log(x) + exp(E)/(exp(exp(x)) - log(E - log(x)))))) + exp(exp(x))/(-log(x) + exp(exp(-x)*exp(exp(E)/(E - log(-log(exp(x) - log(E - log(exp(exp(E)/(-log(exp(x) - log(exp(exp(exp(x))) - log(x))) + exp(E)/x))/(-1 + exp(E)/x)))) + exp(exp(exp(x))/(E - log(exp(exp(E)/(-log(exp(x) - log(exp(exp(exp(x))) - log(x))) + exp(E)/x))/(-log(-log(E - log(x)) + exp(exp(x))/(exp(x) - log(E - x))) + exp(E)/x))))/x))))/x)))) + exp(E)*exp(-exp(exp(x))/x)))/x)))/(x*exp(E)*exp(-exp(exp(x))/x) - log(exp(x) - log(exp(x) - log(x))))))))/(exp(x) - log(x))) + exp(E)/(E - log(-log(-log(x) + exp(E)/(-log(exp(x) - log(E - log(exp(exp(E)/(-log(exp(x) - log(exp(exp(exp(E)/(exp(x) - log(exp(exp(exp(E)/(-log(exp(x) - log(-log(1/x) - E + exp(E)/x)) + exp(E)/x))/(-log(exp(x) - log(-log(x) + exp(E)/(-log(E - log(exp(x) - log(-log(x) + exp(E)/(exp(exp(x)) - log(E - log(x)))))) + exp(exp(x))/(-log(x) + exp(exp(-x)*exp(exp(E)/(E - log(-log(exp(x) - log(E - log(exp(exp(E)/(-log(exp(x) - log(exp(exp(exp(x))) - log(x))) + exp(E)/x))/(-1 + exp(E)/x)))) + exp(exp(exp(x))/(E - log(exp(exp(E)/(-log(exp(x) - log(exp(exp(exp(x))) - log(x))) + exp(E)/x))/(-log(-log(E - log(x)) + exp(exp(x))/(exp(x) - log(E - x))) + exp(E)/x))))/x))))/x)))) + exp(E)*exp(-exp(exp(x))/x)))/x)))/(-log(exp(x) - log(exp(x) - log(x))) + exp(E)*exp(-exp(exp(x))/x)))/x)) + exp(E)/x))/(-log(exp(exp(exp(x))/(-log(x) + exp(E)/(-log(E - log(x)) + exp(exp(x))/(-x + exp(E)/x))))/x) + exp(E)/x)))) + exp(E)/x)) + exp(E)))) + exp(E))
2.1,Phase 2: f(x) = sin(x) + cos(x),FAIL,FAIL,,,200,200,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3.1,Phase 3: f(x) = sinh(x),0.000000,6.356716,8,1,0,0,CONVERGED,BUDGET EXHAUSTED,((1.0 + sinh((x * 1.0))) - 1.0),x
3.2,Phase 3: f(x) = arctan(x),0.000000,FAIL,2,,0,200,CONVERGED,TIMEOUT,atan(x),TIMEOUT
3.3,Phase 3: f(x) = x^x,0.000000,1.512331,7,51,0,50,CONVERGED,BUDGET EXHAUSTED,exp((log(x) * (x * 1.0))),exp(x) - log(-log(exp(x) - log(-log(E - log(-log(x) + exp(exp(x))/(-log(exp(x) - log(x)) + exp(E)*exp(-exp(exp(E)/x))))) + exp(exp(-1)*exp(E)))) + exp(E)/(E - log(E - log(exp(x) - log(-log(x) + exp(exp(-1)*exp(E)))))))
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],0.000000,FAIL,8,,10,200,CONVERGED,TIMEOUT,(1.0 / (1.0 + (1.0 / exp(x)))),TIMEOUT
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000004,FAIL,593,,120,200,BUDGET EXHAUSTED,TIMEOUT,(x * (((1.0 - (((x * (((((x * 1.0) / 1.0) - ((x / ((x / x) + ((x - 1.0) + (((1.0 / 1.0) / (x / 1.0)) - (((((x * x) + (x / ((((((x * x) / (x / ((((1.0 * 1.0) * 1.0) + (x / (x / (x * ((x / (x * (1.0 / (x + x)))) / (x + x)))))) / ((((x / (x / x)) - x) - 1.0) / (x / 1.0))))) * x) * 1.0) + (x / (x * (1.0 / (x + x))))) / ((x - 1.0) / (x / 1.0))))) - ((x / x) - ((x - 1.0) * x))) - (((((x * x) / (x / 1.0)) - x) + x) / ((1.0 / x) + (x + 1.0)))) - (x / (x * (1.0 / (x + ((x * 1.0) / (x / 1.0))))))))))) - (x * (x / 1.0)))) - x) - x)) / ((1.0 / x) + (x + (((x - 1.0) + (((x / ((((x * x) / (x / 1.0)) - x) + 1.0)) / (x / 1.0)) - (((((x * x) + (x / (((x * (x / 1.0)) / (x / ((((((x * (x / 1.0)) / 1.0) * x) * 1.0) + (x / (x * x))) / ((x - 1.0) / (x / ((((((x * (x / 1.0)) / 1.0) * x) * 1.0) + (x / (x * x))) / ((x - 1.0) / (x / 1.0)))))))) / ((x - 1.0) / (x / 1.0))))) - ((x / x) - (x * x))) - (((((x * x) / (x / 1.0)) - x) + 1.0) / ((1.0 / x) + ((x + 1.0) + 1.0)))) - (x / (x * (1.0 / (x + 1.0))))))) - (((((x * x) / (x / ((((((((((x * x) / (x / ((((((x * (x / 1.0)) / (x / ((((((x * (x / 1.0)) / 1.0) * x) * 1.0) + (x / (x * x))) / ((x - 1.0) / (x / 1.0))))) * x) * 1.0) + (x / (x * (1.0 / (x + x))))) / ((x - 1.0) / (x / 1.0))))) - (x - (x * x))) - ((1.0 + 1.0) / ((1.0 / x) + ((x + 1.0) + 1.0)))) - (x / (x * (1.0 / x)))) / (x / ((((x / (x * (1.0 / (x + x)))) * 1.0) + (x / (x * (1.0 / (x + x))))) / ((x - 1.0) / (x / 1.0))))) * x) * 1.0) + (x / (x * (1.0 / (x + x))))) / ((x - 1.0) / (((((((((x - 1.0) * x) / (x / ((((1.0 * x) * 1.0) + (((((x * (x / 1.0)) / (x / ((((((x * (x / 1.0)) / 1.0) * x) * 1.0) + (x / (x * x))) / ((x - 1.0) / (x / 1.0))))) * x) * 1.0) + (x / (x * (1.0 / (x + x)))))) / ((x - 1.0) / (x / 1.0))))) * x) * 1.0) + (x / (x * (1.0 / (x + x))))) * 1.0) + ((1.0 / x) / (x * (1.0 / (x + x))))) / 1.0))))) - ((x / x) - (x * x))) - (((((x * x) / (x / x)) - x) + 1.0) / ((1.0 / x) + ((x + 1.0) + 1.0)))) - (x / (x * (1.0 / (x + x))))))))) - (x * x))) - x) - x)),TIMEOUT
