Test ID,Test Case,Std Error,EML Error,Std Nodes,EML Nodes,Std Gens,EML Gens,Std Status,EML Status,Std Formula,EML Formula
1.1,Phase 1: f(x) = exp(x),0.000000,0.000000,4,3,0,0,CONVERGED,CONVERGED,exp((1.0 * x)),exp(x)
1.2,Phase 1: f(x) = ln(x),0.000000,0.000000,21,7,0,0,CONVERGED,CONVERGED,log(((log((1.0 / 1.0)) / (exp(x) - log(1.0))) + (log(exp(x)) - (log(x) * log(1.0))))),exp(x) - log(exp(exp(x))/x)
1.3,"Phase 1: f(x1, x2) = x1 + x2",0.000000,8.666834,7,1,0,10,CONVERGED,BUDGET EXHAUSTED,((x1 / x1) * (x1 + x2)),x1
1.4,Phase 1: f(x) = exp(x) * exp(-x^2)  [EML home territory],0.000000,FAIL,14,,0,200,CONVERGED,TIMEOUT,exp((exp(log((x / 1.0))) - ((1.0 * 1.0) * (x * x)))),TIMEOUT
2.1,Phase 2: f(x) = sin(x) + cos(x),FAIL,FAIL,,,200,200,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3.1,Phase 3: f(x) = sinh(x),0.000000,6.716480,4,1,0,0,CONVERGED,BUDGET EXHAUSTED,(sinh(x) / 1.0),x
3.2,Phase 3: f(x) = arctan(x),0.000000,FAIL,2,,0,200,CONVERGED,TIMEOUT,atan(x),TIMEOUT
3.3,Phase 3: f(x) = x^x,FAIL,FAIL,,,200,200,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3.4,Phase 3: f(x) = 1 / (1 + exp(-x))  [sigmoid],FAIL,FAIL,,,200,200,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
3.5,Phase 3: f(x) = x^3 - 2x^2 + x  [EML stress: integer powers],0.000000,FAIL,73,,0,200,CONVERGED,TIMEOUT,((((x - (((x / x) - (1.0 + x)) * x)) - ((((x + x) / (1.0 / x)) + x) / 1.0)) - (((((1.0 - 1.0) - (x + x)) / 1.0) - (((1.0 - 1.0) - ((1.0 + x) * (x * 1.0))) + ((1.0 / 1.0) * (1.0 - 1.0)))) - (x * (((1.0 - 1.0) - (1.0 + x)) + ((1.0 + x) * (x * 1.0)))))) + x),TIMEOUT
4.1,Phase 4: f(x) = exp(sin(x)) + ln(x^2 + 1),FAIL,FAIL,,,200,200,TIMEOUT,TIMEOUT,TIMEOUT,TIMEOUT
4.2,"Phase 4: f(x1, x2) = sin(x1*exp(x2)) - cos(ln(x1^2+x2^2+0.1))",0.348700,FAIL,22,,20,200,BUDGET EXHAUSTED,TIMEOUT,(sin(cos(tan(cos(cos(cos(log((cos(log(exp(x1))) * 1.0)))))))) - cos(tan(sin(tan(log((x1 * 1.0))))))),TIMEOUT
